Date,Origin,Destination,Airline,Price
2025-08-17,ICN,LAX,대한항공델타항공,2090800
2025-08-18,ICN,LAX,에어프레미아,1072400
2025-08-18,ICN,LAX,에어프레미아,1072400
2025-08-18,ICN,LAX,아시아나항공,1638000
2025-08-18,ICN,LAX,대한항공델타항공,1790800
2025-08-19,ICN,LAX,에어프레미아,997400
2025-08-19,ICN,LAX,아시아나항공,1629970
2025-08-19,ICN,LAX,대한항공델타항공,1749000
2025-08-20,ICN,LAX,에어프레미아,922400
2025-08-20,ICN,LAX,에어프레미아,1207400
2025-08-20,ICN,LAX,유나이티드항공,1428200
2025-08-20,ICN,LAX,아시아나항공,1628350
2025-08-20,ICN,LAX,대한항공델타항공,1790800
2025-08-21,ICN,LAX,에어프레미아,997400
2025-08-21,ICN,LAX,아시아나항공,1602428
2025-08-21,ICN,LAX,대한항공델타항공,1640800
2025-08-22,ICN,LAX,에어프레미아,922400
2025-08-22,ICN,LAX,에어프레미아,997400
2025-08-22,ICN,LAX,아시아나항공,1602428
2025-08-22,ICN,LAX,대한항공델타항공,1640800
2025-08-23,ICN,LAX,에어프레미아,997400
2025-08-23,ICN,LAX,중화항공,1467600
2025-08-23,ICN,LAX,아시아나항공,1662377
2025-08-23,ICN,LAX,대한항공델타항공,1715800
2025-08-24,ICN,LAX,에어프레미아,847400
2025-08-24,ICN,LAX,에어프레미아,922400
2025-08-24,ICN,LAX,대한항공델타항공,1715800
2025-08-25,ICN,LAX,에어프레미아,847400
2025-08-25,ICN,LAX,에어프레미아,997400
2025-08-25,ICN,LAX,아시아나항공,1638000
2025-08-25,ICN,LAX,대한항공델타항공,1715800
2025-08-26,ICN,LAX,에어프레미아,1162400
2025-08-26,ICN,LAX,아시아나항공,1636452
2025-08-26,ICN,LAX,대한항공델타항공,1715800
2025-08-27,ICN,LAX,에어프레미아,847400
2025-08-27,ICN,LAX,에어프레미아,847400
2025-08-27,ICN,LAX,중화항공,1301300
2025-08-27,ICN,LAX,대한항공델타항공,1534900
2025-08-27,ICN,LAX,아시아나항공,1638000
2025-08-28,ICN,LAX,에어프레미아,847400
2025-08-28,ICN,LAX,대한항공델타항공,1534900
2025-08-28,ICN,LAX,아시아나항공,1638000
2025-08-29,ICN,LAX,에어프레미아,847400
2025-08-29,ICN,LAX,에어프레미아,922400
2025-08-29,ICN,LAX,중화항공,1396300
2025-08-29,ICN,LAX,아시아나항공,1602425
2025-08-29,ICN,LAX,대한항공델타항공,1640800
2025-08-30,ICN,LAX,에어프레미아,922400
